ADJ VALUE,ADJ VALUE TOTAL,PLAYER,TEAM ABBV,POS,INJ RISK,TIER,VALUE,MPG,PTS,3PTM,TREB,AST,STL,BLK,FG%,FT%,nationality_1,archetype,height_feet,weight_lbs,wingspan_feet,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba,salary
1.103421781,1.33188784,Ace Bailey,UTA,SF,H,,-0.3831594958,31,15.95088235,1.742205882,5.321617647,1.663088235,0.8647058824,0.7982352941,0.4370144628,0.7300072922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4215058331,1.31267324,Ryan Dunn,PHO,SF/PF,M,,-0.2972821049,27,10.22739726,1.851643836,5.958630137,0.8909589041,1.336438356,0.7035616438,0.3937540826,0.5189946722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2508124577,1.249787022,Luguentz Dort,OKC,SG/SF,M,,-0.2851176525,29,9.455479452,2.292465753,3.943972603,1.41739726,1.099452055,0.495890411,0.4213604186,0.7449814126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330103277,1.234130076,Brook Lopez,LAC,C,M,,-0.4035746254,21,9.180136986,1.169452055,3.310136986,1.004520548,0.3175342466,1.315616438,0.5075920612,0.8380062305,United States,3-Level Scoring Paint Beast,"7'0""",275.0,"7'6""",87.0,90.0,93.0,90.0,80.0,81.0,97.0,98.0,64.0,25.0,23.0,93.0,60.0,95.0,74.0,76.0,80.0,72.0,85.0,60.0,92.0,85.0,93.0,76.0,80.0,46.0,35.0,35.0,25.0,78.0,59.0,66.0,82.0,25.0,56.0,81.0,84.0,69.0,65.0,86.0,82.0,89.0,80.0,87.0,2660.0,,,,silver,,gold,,,,,,silver,gold,silver,,gold,,,,,,,,,,silver,,,,,,,bronze,,,gold,,gold,,,,,,Stanford,
0.9390576472,1.167921115,Nikola Jovic,MIA,PF,H,,-0.3096183064,27,11.00338235,1.870441176,4.465147059,3.417794118,0.8601470588,0.3360294118,0.4646955213,0.8289867465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9318903406,1.081023653,Ryan Rollins,MIL,PG,H,,-0.319346756,22,8.926029412,1.158676471,3.055294118,3.934852941,1.241323529,0.3239705882,0.4811540955,0.8089756098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7786863423,1.052533144,Goga Bitadze,ORL,C,H,,-0.3463057585,20,6.891029412,0.09882352941,6.125,1.633382353,0.6891176471,1.265882353,0.6004016064,0.6699984259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8204942931,1.030152757,Ayo Dosunmu,MIN,SG/SF,H,,-0.355963693,26,11.56852941,1.377941176,2.786911765,3.637794118,0.8823529412,0.3482352941,0.5069389893,0.7900172117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7831646,1.025974248,Sam Hauser,BOS,SF/PF,H,,-0.1154557061,29,12.83483871,3.368548387,5.102741935,1.804677419,0.7662903226,0.3061290323,0.43448879,0.9179918219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.009850073,1.009224309,Isaiah Jackson,IND,C,H,,-0.1747997832,23,9.712727273,0.04745454545,6.581818182,1.341090909,0.9043636364,1.846545455,0.5825063078,0.6779829379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08808532169,0.9975689004,Rui Hachimura,LAL,SF/PF,M,,-0.3223308192,31,13.04657534,1.725890411,4.539589041,1.086986301,0.6367123288,0.3846575342,0.5082590366,0.7399788601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7010979523,0.9644598631,Duncan Robinson,DET,SG/SF,H,,-0.3450483091,28,12.92294118,3.299558824,2.710147059,2.474558824,0.7241176471,0.1160294118,0.4378074796,0.8899546564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.667207465,0.9406948003,Jerami Grant,POR,SF/PF,H,,-0.3020449897,31,14.81736842,2.44122807,3.359649123,1.844561404,0.8543859649,0.8577192982,0.3881176337,0.8580146017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5720472506,0.9354527377,Ryan Kalkbrenner,CHA,C,H,,-0.425483613,22,8.788235294,0.11,5.225,0.8708823529,0.4125,1.375,0.5937571618,0.7170187326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6298452441,0.8934191059,Day'Ron Sharpe,BKN,C,H,,-0.3838696161,19,8.458823529,0.2979411765,7.288823529,1.885,0.5877941176,0.9313235294,0.5292085963,0.6929637527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1614214549,0.8781690108,Nickeil Alexander-Walker,ATL,SG/SF,M,,-0.4156465122,26,10.56794521,1.804931507,3.098356164,2.876986301,0.788630137,0.5632876712,0.4239879379,0.7880302621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02244119136,0.8593915436,Gary Trent,MIL,SG/SF,M,,-0.3193353827,28,11.85068493,2.396164384,2.533424658,1.497123288,1.06739726,0.05863013699,0.4307453833,0.835978836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.446240602,0.8006782728,Bilal Coulibaly,WAS,SG/SF,H,,-0.3261901485,31,12.67698413,1.154444444,4.989047619,3.592063492,1.194603175,0.6663492063,0.4462493882,0.7290035314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5109762875,0.7793309809,Jonathan Kuminga,ATL,SF/PF,H,,-0.4910911154,25,16.08882353,1.008676471,5.104705882,2.347794118,0.7841176471,0.46,0.4897742198,0.689003241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03077539795,0.6897391624,Moses Moody,GSW,SG/SF,M,,-0.3345586771,26,11.22180556,1.904861111,2.895694444,1.423888889,0.9455555556,0.5431944444,0.4489908721,0.8070120025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.506642947,0.682886798,Kevin Huerter,CHI,SG/SF,H,,-0.2894911845,25,11.99205882,2.373382353,3.007794118,2.337647059,0.9564705882,0.3341176471,0.4661137298,0.7330164389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4537669869,0.6826914149,Caris LeVert,DET,SG/SF,H,,-0.3051584305,28,13.34911765,1.801470588,3.711764706,3.181470588,1.015882353,0.4123529412,0.448415365,0.732998325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3002631808,0.6615910882,Dylan Harper,SAS,SG,M,,-0.5805220743,27,10.99027397,1.210547945,3.614657534,3.786712329,0.9753424658,0.4016438356,0.4193867746,0.7430173622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2325391009,0.6582407513,Tre Jones,CHI,PG/SG,M,,-0.4105244436,21,8.988082192,0.4379452055,2.985890411,4.501917808,0.8698630137,0.184109589,0.4899503652,0.8300245195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3108164289,0.6280796214,Brice Sensabaugh,UTA,SF/PF,H,,-0.4385249314,24,12.97735294,2.725,3.656470588,2.024264706,0.7382352941,0.1522058824,0.4297812181,0.8600414079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5125414841,0.609653014,Matisse Thybulle,POR,SG/SF,H,,-0.2082421564,22,7.696764706,1.334705882,2.945294118,1.308970588,1.729705882,0.6547058824,0.4404740806,0.6459719143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2363208134,0.5574123879,Jordan Clarkson,NYK,PG/SG,H,,-0.5764526599,25,13.17,2.015588235,2.8875,3.918676471,0.7211764706,0.1548529412,0.3996952768,0.8189796727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4835463884,0.544672553,Kon Knueppel,CHA,SF,M,,-0.4939777451,29,10.85712329,1.858630137,3.202054795,2.235479452,0.845890411,0.1812328767,0.4166743267,0.8650325546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3667410951,0.5270483101,Guerschon Yabusele,NYK,PF/C,M,,-0.4045759071,26,10.18863014,1.300821918,4.879863014,2.007260274,0.7834246575,0.272739726,0.51447612,0.7490331937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.331069976,0.4998835325,Taylor Hendricks,MEM,SF/PF,H,,-0.2141326838,27,8.429180328,1.608360656,5.504098361,1.031147541,1.002786885,1.158688525,0.4234221696,0.7880333952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2766052185,0.4822115633,Russell Westbrook,SAC,PG,H,,-0.5970473183,24,11.12088235,1.125588235,4.0,5.05,1.067352941,0.4077941176,0.4277160224,0.6859720783,United States,2-Way 3-Level Playmaker,"6'3""",200.0,"6'8""",95.0,87.0,76.0,84.0,79.0,85.0,98.0,98.0,92.0,98.0,89.0,77.0,92.0,98.0,98.0,91.0,76.0,98.0,30.0,90.0,45.0,76.0,73.0,97.0,98.0,95.0,85.0,95.0,98.0,98.0,98.0,71.0,42.0,83.0,71.0,47.0,86.0,85.0,85.0,76.0,62.0,90.0,98.0,95.0,3088.0,,bronze,gold,bronze,bronze,silver,gold,,gold,,hof,,,,gold,,silver,gold,silver,gold,silver,hof,silver,silver,gold,bronze,bronze,silver,bronze,silver,silver,bronze,,bronze,,silver,silver,,,,,,,UCLA,
0.194991164,0.4395282301,Egor Demin,BKN,PG,H,,-0.6637214635,28,9.938676471,1.468382353,3.638235294,5.543970588,0.9239705882,0.2888235294,0.3815922688,0.7079949468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1982542711,0.4048571638,Cam Whitmore,WAS,SF/PF,H,,-0.3422256916,22,13.93735294,1.848088235,4.484852941,1.652352941,0.8582352941,0.4075,0.457512799,0.7629837996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09824300096,0.3229460726,Jalen Smith,CHI,C,H,,-0.3883705013,17,9.274558824,1.104705882,6.545,1.188235294,0.3007352941,0.7391176471,0.4995107632,0.7850119904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6855880021,0.3216774375,Sam Merrill,CLE,SG/SF,M,,-0.3489731835,23,9.584794521,2.766575342,2.661780822,1.973013699,0.8368493151,0.1916438356,0.421071023,0.9161327897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6544265044,0.2016033777,Naji Marshall,DAL,SF/PF,M,,-0.4879036743,25,10.40205479,0.9604109589,4.629178082,2.489863014,0.8606849315,0.1617808219,0.4683672485,0.7919952388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7694818942,0.1649970366,Jaxson Hayes,LAL,C,M,,-0.5099698225,19,7.06739726,0.006712328767,4.545753425,0.8653424658,0.5790410959,0.8302739726,0.7478971235,0.6430225378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.220015194,0.157391612,Scoot Henderson,POR,PG,H,PG 7,-0.3744262735,31,16.64647059,2.289019608,3.491372549,6.531176471,0.9880392157,0.1935294118,0.4338991542,0.7820225946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1844255768,0.153212297,Jay Huff,IND,C,H,,-0.4005631224,20,8.141029412,1.360294118,4.04,0.9258823529,0.5039705882,1.094117647,0.490791462,0.8240101707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.330109233,0.1438383413,Khris Middleton,DAL,SF/PF,H,,-0.1782498563,27,14.29938776,1.551836735,4.635102041,5.152040816,0.9269387755,0.2312244898,0.484602856,0.855010984,United States,2-Way 3-Level Shot Creator,"6'7""",222.0,"6'11""",88.0,91.0,90.0,92.0,86.0,89.0,96.0,95.0,80.0,71.0,85.0,73.0,66.0,92.0,80.0,90.0,69.0,84.0,40.0,65.0,49.0,64.0,83.0,65.0,98.0,73.0,78.0,77.0,71.0,70.0,71.0,69.0,72.0,85.0,43.0,35.0,83.0,80.0,85.0,51.0,37.0,65.0,45.0,88.0,2738.0,silver,silver,,gold,silver,,,,,,silver,bronze,,bronze,,,,silver,,,,,,,,bronze,,,bronze,,silver,bronze,,bronze,,,,,gold,bronze,,,,Texas A&M,
-0.7579683605,0.08448379719,Mouhamed Gueye,ATL,PF/C,M,,-0.4045832558,18,6.729589041,0.7149315068,4.875068493,0.8820547945,0.8190410959,0.9736986301,0.4513658993,0.7660271409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3087937262,0.0611865391,Klay Thompson,DAL,SG/SF,H,,-0.4311967953,26,12.21235294,2.669558824,2.735441176,1.696029412,0.5933823529,0.4416176471,0.4131192057,0.9100705329,United States,2-Way 3-Level Shot Creator,"6'7""",215.0,"6'9""",91.0,91.0,75.0,94.0,98.0,87.0,95.0,98.0,79.0,68.0,94.0,55.0,67.0,91.0,85.0,94.0,67.0,88.0,35.0,65.0,35.0,78.0,68.0,79.0,90.0,68.0,77.0,76.0,68.0,80.0,38.0,77.0,64.0,91.0,59.0,51.0,90.0,88.0,95.0,42.0,36.0,47.0,80.0,91.0,2770.0,gold,hof,,gold,gold,,bronze,,bronze,,,,,,,,,bronze,,,,,,,,gold,silver,,gold,bronze,gold,gold,,gold,,,,,gold,,,,,Washington State,
-0.7897304828,0.0570813253,Bruce Brown,DEN,SG,M,,-0.4570575069,25,10.13109589,0.9379452055,3.682328767,2.630273973,0.8535616438,0.3682191781,0.4766707028,0.7989716371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3392103627,-0.002649011355,Kevon Looney,NOR,C,M,,-0.3874980567,22,5.626376812,0.06028985507,8.147391304,2.036811594,0.7479710145,0.6444927536,0.5127030678,0.6560446485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.108279961,-0.09478754314,Walter Clayton,ATL,PG,M,,-0.5790013458,21,9.925205479,1.787945205,2.568630137,2.70369863,0.7209589041,0.3154794521,0.4080853806,0.826036676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4106853366,-0.1686682529,Jaylin Williams,OKC,PF/C,H,,-0.4069260323,19,6.163823529,1.300441176,6.056176471,2.826323529,0.5645588235,0.6060294118,0.4374829251,0.7600214746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.188264024,-0.2113454341,Royce O'Neale,PHO,SF/PF,M,,-0.4517174807,21,8.330958904,2.183972603,3.464931507,2.33890411,0.7287671233,0.3923287671,0.4146608102,0.6669456067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.275504896,-0.2311070431,Yves Missi,NOR,C,M,,-0.5490510972,21,7.452054795,0.01,6.893287671,1.015205479,0.3473972603,1.072328767,0.5573742033,0.611995823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.270990179,-0.2684407159,Tre Johnson,WAS,SG,M,,-0.6999193548,27,11.94986301,1.817534247,2.549315068,2.201643836,0.6952054795,0.2317808219,0.3810127354,0.8199870958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.603754681,-0.2686028848,Harrison Barnes,SAS,SF/PF,L,,-0.4872268171,25,10.23233766,1.772207792,3.187532468,1.328181818,0.5258441558,0.1603896104,0.4826755312,0.8199696219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5980274278,-0.2942761732,Yang Hansen,POR,C,H,,-0.6347593748,19,8.511764706,0.1816176471,5.935147059,1.816911765,0.4845588235,0.9689705882,0.5188446787,0.6769674495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6248508395,-0.3008207088,Ziaire Williams,BKN,SG/SF,H,,-0.4328850275,24,10.62794118,1.915588235,3.563970588,1.088970588,0.8910294118,0.3983823529,0.4205093379,0.8240387064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.372406333,-0.3164776064,Alex Caruso,OKC,SG/SF,H,,-0.1440354155,20,8.101090909,1.218363636,2.974909091,2.629454545,1.53,0.5996363636,0.461313198,0.8209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.120468902,-0.3168130581,Anthony Black,ORL,PG/SG,M,,-0.4900325156,22,8.225753425,0.7254794521,3.144109589,2.245890411,1.028219178,0.5405479452,0.4534381293,0.7789983243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.18953787,-0.33092087,Ben Sheppard,IND,SG/SF,M,,-0.4168930917,23,8.053561644,1.574383562,3.871643836,2.080958904,0.7987671233,0.2373972603,0.4373706223,0.888050694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.094122548,-0.3438553947,Keon Ellis,CLE,PG/SG,M,,-0.4361453477,19,5.201369863,1.173287671,2.137534247,1.114520548,1.187534247,0.6123287671,0.4434469762,0.8190276809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01923770919,-0.4724278466,Collin Sexton,CHA,PG/SG,H,,-0.528647,25,13.275,1.293548387,2.239516129,3.125,0.6675806452,0.1051612903,0.4837224075,0.849002668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.866658768,-0.4774315407,Noah Clowney,BKN,PF/C,H,,-0.5150104293,23,10.79161765,1.796029412,4.174558824,0.9769117647,0.5277941176,0.6166176471,0.4018566976,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.340737549,-0.481282677,T.J. McConnell,IND,PG,H,,-0.3664971187,21,9.672037037,0.272037037,2.827962963,6.10962963,1.10462963,0.2585185185,0.5188487861,0.729982669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7374540278,-0.4818704773,Justin Champagnie,WAS,SF/PF,H,,-0.4177447103,19,7.434558824,0.9692647059,4.933235294,0.8347058824,0.8730882353,0.5386764706,0.5152768937,0.7130094919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.355152539,-0.5507938994,Derrick Jones Jr.,LAC,SF/PF,M,,-0.4949082297,24,9.43260274,1.025205479,3.297945205,0.7191780822,0.8691780822,0.4863013699,0.5259988624,0.6650055847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.328487395,-0.5576753867,Marcus Sasser,DET,PG,M,,-0.5826887672,18,8.440273973,1.39739726,1.552876712,3.095479452,0.7284931507,0.1128767123,0.4544536967,0.8610030491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.492414871,-0.6715994413,Derik Queen,NOR,C,M,,-0.6270747686,21,9.965890411,0.1749315068,5.302465753,1.325616438,0.618630137,0.4860273973,0.4836909723,0.7529770692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.455609257,-0.6849008688,Aaron Holiday,HOU,PG/SG,M,,-0.5402315533,20,9.840273973,2.169452055,1.767534247,2.187808219,0.5891780822,0.2104109589,0.426917015,0.8790691034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
